48.4375,64
51.5625,64
57.8125,64
50,64
59.375,64
56.25,64
43.75,64
37.5,64
43.75,64
37.5,64
37.5,64
43.75,64
42.1875,64
53.125,64
48.4375,64
54.6875,64
62.5,64
62.5,64
50,64
50,64
56.25,64
57.8125,64
62.5,64
60.9375,64
53.125,64
54.6875,64
46.875,64
46.875,64
46.875,64
39.0625,64
50,64
40.625,64
54.6875,64
54.6875,64
50,64
51.5625,64
59.375,64
57.8125,64
50,64
59.375,64
51.5625,64
31.25,64
59.375,64
39.0625,64
50,64
54.6875,64
46.875,64
40.625,64
25,64
35.9375,64
35.9375,64
31.25,64
23.4375,64
40.625,64
51.5625,64
42.1875,64
40.625,64
46.875,64
45.3125,64
54.6875,64
34.375,64
54.6875,64
50,64
53.125,64
56.25,64
59.375,64
43.75,64
48.4375,64
62.5,64
43.75,64
48.4375,64
68.75,64
56.25,64
56.25,64
54.6875,64
56.25,64
40.625,64
40.625,64
48.4375,64
50,64
42.1875,64
45.3125,64
59.375,64
53.125,64
51.5625,64
40.625,64
31.25,64
45.3125,64
51.5625,64
57.8125,64
59.375,64
53.125,64
53.125,64
56.25,64
45.3125,64
65.625,64
48.4375,64
54.6875,64
50,64
39.0625,64
28.125,64
28.125,64
34.375,64
37.5,64
46.875,64
53.125,64
46.875,64
54.6875,64
45.3125,64
48.4375,64
40.625,64
40.625,64
51.5625,64
34.375,64
48.4375,64
45.3125,64
42.1875,64
28.125,64
40.625,64
34.375,64
25,64
35.9375,64
29.6875,64
37.5,64
39.0625,64
37.5,64
45.3125,64
46.875,64
59.375,64
54.6875,64
43.75,64
48.4375,64
60.9375,64
53.125,64
32.8125,64
60.9375,64
53.125,64
56.25,64
48.4375,64
57.8125,64
45.3125,64
46.875,64
51.5625,64
45.3125,64
50,64
60.9375,64
46.875,64
53.125,64
39.0625,64
32.8125,64
26.5625,64
23.4375,64
26.5625,64
34.375,64
35.9375,64
45.3125,64
43.75,64
50,64
48.4375,64
51.5625,64
50,64
53.125,64
35.9375,64
42.1875,64
50,64
46.875,64
56.25,64
51.5625,64
62.5,64
51.5625,64
54.6875,64
46.875,64
53.125,64
50,64
43.75,64
54.6875,64
54.6875,64
45.3125,64
48.4375,64
53.125,64
56.25,64
56.25,64
54.6875,64
51.5625,64
46.875,64
51.5625,64
48.4375,64
54.6875,64
50,64
50,64
50,64
56.25,64
62.5,64
51.5625,64
43.75,64
51.5625,64
51.5625,64
56.25,64
48.4375,64
51.5625,64
51.5625,64
57.8125,64
59.375,64
48.4375,64
64.0625,64
57.8125,64
51.5625,64
59.375,64
42.1875,64
51.5625,64
57.8125,64
50,64
34.375,64
56.25,64
56.25,64
37.5,64
48.4375,64
65.625,64
60.9375,64
50,64
48.4375,64
56.25,64
51.5625,64
57.8125,64
51.5625,64
50,64
57.8125,64
54.6875,64
34.375,64
40.625,64
51.5625,64
48.4375,64
51.5625,64
57.8125,64
53.125,64
59.375,64
51.5625,64
50,64
60.9375,64
50,64
53.125,64
54.6875,64
43.75,64
43.75,64
34.375,64
42.1875,64
35.9375,64
50,64
59.375,64
64.0625,64
53.125,64
56.25,64
50,64
59.375,64
51.5625,64
48.4375,64
40.625,64
40.625,64
45.3125,64
45.3125,64
54.6875,64
64.0625,64
56.25,64
39.0625,64
50,64
54.6875,64
42.1875,64
53.125,64
48.4375,64
57.8125,64
62.5,64
56.25,64
62.5,64
62.5,64
40.625,64
48.4375,64
59.375,64
60.9375,64
51.5625,64
54.6875,64
68.75,64
64.0625,64
57.8125,64
51.5625,64
46.875,64
45.3125,64
56.25,64
64.0625,64
54.6875,64
59.375,64
59.375,64
64.0625,64
75,64
62.5,64
62.5,64
50,64
64.0625,64
57.8125,64
65.625,64
46.875,64
65.625,64
51.5625,64
42.1875,64
53.125,64
56.25,64
59.375,64
50,64
59.375,64
65.625,64
62.5,64
64.0625,64
59.375,64
59.375,64
46.875,64
34.375,64
40.625,64
53.125,64
54.6875,64
57.8125,64
67.1875,64
50,64
54.6875,64
50,64
53.125,64
46.875,64
57.8125,64
60.9375,64
42.1875,64
39.0625,64
53.125,64
40.625,64
31.25,64
29.6875,64
40.625,64
48.4375,64
31.25,64
29.6875,64
45.3125,64
39.0625,64
60.9375,64
48.4375,64
46.875,64
43.75,64
48.4375,64
54.6875,64
43.75,64
35.9375,64
40.625,64
45.3125,64
54.6875,64
37.5,64
50,64
35.9375,64
50,64
46.875,64
48.4375,64
35.9375,64
29.6875,64
40.625,64
42.1875,64
43.75,64
56.25,64
57.8125,64
65.625,64
39.0625,64
50,64
50,64
40.625,64
54.6875,64
48.4375,64
43.75,64
53.125,64
56.25,64
48.4375,64
43.75,64
32.8125,64
31.25,64
20.3125,64
34.375,64
23.4375,64
26.5625,64
39.0625,64
46.875,64
57.8125,64
40.625,64
34.375,64
50,64
48.4375,64
68.75,64
57.8125,64
53.125,64
43.75,64
53.125,64
37.5,64
51.5625,64
37.5,64
50,64
46.875,64
45.3125,64
53.125,64
45.3125,64
53.125,64
57.8125,64
62.5,64
54.6875,64
70.3125,64
56.25,64
56.25,64
57.8125,64
59.375,64
59.375,64
59.375,64
51.5625,64
60.9375,64
59.375,64
60.9375,64
54.6875,64
64.0625,64
46.875,64
45.3125,64
42.1875,64
54.6875,64
48.4375,64
48.4375,64
54.6875,64
64.0625,64
64.0625,64
57.8125,64
